Spi_contig00032 	 0.484363 	 cell cycle and proliferation
Spi_isotig05655 	 0.421359 	 transport   
Spi_isotig05656 	 0.564151 	 protein metabolism  
Spi_isotig05659 	 0.308866 	 other biological processes 
Spi_isotig05664 	 0.527348 	 cell organization and biogenesis
Spi_isotig05664 	 0.527348 	 developmental processes  
Spi_isotig05664 	 0.527348 	 RNA metabolism  
Spi_isotig05666 	 0.146122 	 other biological processes 
Spi_isotig05666 	 0.146122 	 other metabolic processes 
Spi_isotig05666 	 0.146122 	 signal transduction  
Spi_isotig05668 	 0.565722 	 cell organization and biogenesis
Spi_isotig05668 	 0.565722 	 RNA metabolism  
Spi_isotig05668 	 0.565722 	 transport   
Spi_isotig05669 	 0.623015 	 other biological processes 
Spi_isotig05672 	 0.276128 	 RNA metabolism  
Spi_isotig05674 	 1.31376 	 RNA metabolism  
Spi_isotig05675 	 0.625012 	 signal transduction  
Spi_isotig05676 	 0.284965 	 protein metabolism  
Spi_isotig05677 	 1.13391 	 other biological processes 
Spi_isotig05677 	 1.13391 	 RNA metabolism  
Spi_isotig05678 	 0.374949 	 cell organization and biogenesis
Spi_isotig05678 	 0.374949 	 developmental processes  
Spi_isotig05678 	 0.374949 	 other metabolic processes 
Spi_isotig05678 	 0.374949 	 signal transduction  
Spi_isotig05678 	 0.374949 	 stress response  
Spi_isotig05679 	 0.636877 	 other biological processes 
Spi_isotig05680 	 1.06992 	 other biological processes 
Spi_isotig05680 	 1.06992 	 protein metabolism  
Spi_isotig05681 	 0.549478 	 developmental processes  
Spi_isotig05681 	 0.549478 	 other biological processes 
Spi_isotig05681 	 0.549478 	 other metabolic processes 
Spi_isotig05683 	 1.2372 	 signal transduction  
Spi_isotig05684 	 0.862811 	 other metabolic processes 
Spi_isotig05685 	 0.802828 	 cell cycle and proliferation
Spi_isotig05685 	 0.802828 	 other metabolic processes 
Spi_isotig05685 	 0.802828 	 protein metabolism  
Spi_isotig05685 	 0.802828 	 signal transduction  
Spi_isotig05686 	 0.489913 	 protein metabolism  
Spi_isotig05687 	 0.241163 	 protein metabolism  
Spi_isotig05690 	 0.539686 	 cell adhesion  
Spi_isotig05690 	 0.539686 	 cell cycle and proliferation
Spi_isotig05690 	 0.539686 	 cell organization and biogenesis
Spi_isotig05690 	 0.539686 	 death   
Spi_isotig05690 	 0.539686 	 developmental processes  
Spi_isotig05690 	 0.539686 	 other biological processes 
Spi_isotig05690 	 0.539686 	 other metabolic processes 
Spi_isotig05690 	 0.539686 	 protein metabolism  
Spi_isotig05690 	 0.539686 	 RNA metabolism  
Spi_isotig05690 	 0.539686 	 signal transduction  
Spi_isotig05691 	 0.933243 	 cell-cell signaling  
Spi_isotig05691 	 0.933243 	 cell organization and biogenesis
Spi_isotig05691 	 0.933243 	 developmental processes  
Spi_isotig05691 	 0.933243 	 other biological processes 
Spi_isotig05691 	 0.933243 	 other metabolic processes 
Spi_isotig05691 	 0.933243 	 protein metabolism  
Spi_isotig05692 	 0.696986 	 signal transduction  
Spi_isotig05692 	 0.696986 	 transport   
Spi_isotig05694 	 0.628836 	 other metabolic processes 
Spi_isotig05694 	 0.628836 	 transport   
Spi_isotig05696 	 0.605552 	 other metabolic processes 
Spi_isotig05696 	 0.605552 	 transport   
Spi_isotig05700 	 0.639809 	 death   
Spi_isotig05700 	 0.639809 	 developmental processes  
Spi_isotig05700 	 0.639809 	 DNA metabolism  
Spi_isotig05700 	 0.639809 	 other biological processes 
Spi_isotig05701 	 0.768687 	 other metabolic processes 
Spi_isotig05702 	 0.76778 	 other metabolic processes 
Spi_isotig05703 	 0.68193 	 other metabolic processes 
Spi_isotig05704 	 0.880325 	 other biological processes 
Spi_isotig05705 	 0.558022 	 transport   
Spi_isotig05707 	 0.667377 	 other metabolic processes 
Spi_isotig05711 	 0.403278 	 other biological processes 
Spi_isotig05712 	 0.997058 	 cell cycle and proliferation
Spi_isotig05712 	 0.997058 	 cell organization and biogenesis
Spi_isotig05712 	 0.997058 	 death   
Spi_isotig05712 	 0.997058 	 developmental processes  
Spi_isotig05712 	 0.997058 	 other biological processes 
Spi_isotig05712 	 0.997058 	 other metabolic processes 
Spi_isotig05712 	 0.997058 	 protein metabolism  
Spi_isotig05712 	 0.997058 	 RNA metabolism  
Spi_isotig05712 	 0.997058 	 signal transduction  
Spi_isotig05712 	 0.997058 	 stress response  
Spi_isotig05713 	 0.300773 	 death   
Spi_isotig05713 	 0.300773 	 transport   
Spi_isotig05714 	 0.856297 	 RNA metabolism  
Spi_isotig05714 	 0.856297 	 signal transduction  
Spi_isotig05716 	 0.9499 	 death   
Spi_isotig05716 	 0.9499 	 other biological processes 
Spi_isotig05716 	 0.9499 	 other metabolic processes 
Spi_isotig05716 	 0.9499 	 protein metabolism  
Spi_isotig05716 	 0.9499 	 RNA metabolism  
Spi_isotig05716 	 0.9499 	 stress response  
Spi_isotig05717 	 0.449068 	 other metabolic processes 
Spi_isotig05718 	 0.714377 	 other metabolic processes 
Spi_isotig05720 	 0.684184 	 other biological processes 
Spi_isotig05720 	 0.684184 	 other metabolic processes 
Spi_isotig05721 	 0.525106 	 cell cycle and proliferation
Spi_isotig05721 	 0.525106 	 RNA metabolism  
Spi_isotig05723 	 0.77948 	 cell organization and biogenesis
Spi_isotig05723 	 0.77948 	 developmental processes  
Spi_isotig05724 	 0.221126 	 other biological processes 
Spi_isotig05725 	 1.082 	 developmental processes  
Spi_isotig05725 	 1.082 	 other biological processes 
Spi_isotig05725 	 1.082 	 other metabolic processes 
Spi_isotig05725 	 1.082 	 signal transduction  
Spi_isotig05726 	 0.791557 	 other metabolic processes 
Spi_isotig05726 	 0.791557 	 transport   
Spi_isotig05727 	 0.265155 	 other biological processes 
Spi_isotig05730 	 0.939623 	 cell cycle and proliferation
Spi_isotig05730 	 0.939623 	 cell organization and biogenesis
Spi_isotig05730 	 0.939623 	 developmental processes  
Spi_isotig05730 	 0.939623 	 RNA metabolism  
Spi_isotig05731 	 0.43787 	 cell cycle and proliferation
Spi_isotig05731 	 0.43787 	 cell organization and biogenesis
Spi_isotig05731 	 0.43787 	 other biological processes 
Spi_isotig05732 	 0.320796 	 cell organization and biogenesis
Spi_isotig05732 	 0.320796 	 DNA metabolism  
Spi_isotig05732 	 0.320796 	 other biological processes 
Spi_isotig05732 	 0.320796 	 other metabolic processes 
Spi_isotig05732 	 0.320796 	 protein metabolism  
Spi_isotig05732 	 0.320796 	 RNA metabolism  
Spi_isotig05732 	 0.320796 	 stress response  
Spi_isotig05733 	 0.536283 	 other biological processes 
Spi_isotig05734 	 0.558062 	 other biological processes 
Spi_isotig05735 	 0.699066 	 death   
Spi_isotig05735 	 0.699066 	 other biological processes 
Spi_isotig05735 	 0.699066 	 other metabolic processes 
Spi_isotig05735 	 0.699066 	 stress response  
Spi_isotig05736 	 0.742398 	 transport   
Spi_isotig05737 	 0.698932 	 cell adhesion  
Spi_isotig05740 	 0.662232 	 other metabolic processes 
Spi_isotig05740 	 0.662232 	 protein metabolism  
Spi_isotig05740 	 0.662232 	 RNA metabolism  
Spi_isotig05743 	 0.532815 	 other metabolic processes 
Spi_isotig05745 	 0.481049 	 developmental processes  
Spi_isotig05745 	 0.481049 	 other biological processes 
Spi_isotig05746 	 0.315559 	 developmental processes  
Spi_isotig05746 	 0.315559 	 protein metabolism  
Spi_isotig05746 	 0.315559 	 signal transduction  
Spi_isotig05749 	 0.294296 	 cell cycle and proliferation
Spi_isotig05749 	 0.294296 	 cell organization and biogenesis
Spi_isotig05749 	 0.294296 	 other biological processes 
Spi_isotig05754 	 0.471165 	 cell organization and biogenesis
Spi_isotig05754 	 0.471165 	 other metabolic processes 
Spi_isotig05755 	 0.409661 	 other metabolic processes 
Spi_isotig05757 	 0.87775 	 protein metabolism  
Spi_isotig05757 	 0.87775 	 signal transduction  
Spi_isotig05757 	 0.87775 	 transport   
Spi_isotig05758 	 0.740966 	 other metabolic processes 
Spi_isotig05759 	 0.622734 	 cell organization and biogenesis
Spi_isotig05759 	 0.622734 	 death   
Spi_isotig05759 	 0.622734 	 other metabolic processes 
Spi_isotig05759 	 0.622734 	 stress response  
Spi_isotig05759 	 0.622734 	 transport   
Spi_isotig05760 	 0.250527 	 protein metabolism  
Spi_isotig05760 	 0.250527 	 RNA metabolism  
Spi_isotig05764 	 1.16932 	 RNA metabolism  
Spi_isotig05765 	 0.781716 	 death   
Spi_isotig05766 	 0.824259 	 other biological processes 
Spi_isotig05766 	 0.824259 	 other metabolic processes 
Spi_isotig05768 	 0.479789 	 death   
Spi_isotig05768 	 0.479789 	 DNA metabolism  
Spi_isotig05768 	 0.479789 	 other biological processes 
Spi_isotig05768 	 0.479789 	 signal transduction  
Spi_isotig05768 	 0.479789 	 stress response  
Spi_isotig05769 	 0.212063 	 RNA metabolism  
Spi_isotig05771 	 0.74566 	 other metabolic processes 
Spi_isotig05773 	 0.496915 	 protein metabolism  
Spi_isotig05774 	 1.00127 	 other biological processes 
Spi_isotig05774 	 1.00127 	 protein metabolism  
Spi_isotig05775 	 0.369504 	 protein metabolism  
Spi_isotig05779 	 0.588551 	 other biological processes 
Spi_isotig05779 	 0.588551 	 other metabolic processes 
Spi_isotig05781 	 0.615858 	 cell organization and biogenesis
Spi_isotig05781 	 0.615858 	 protein metabolism  
Spi_isotig05781 	 0.615858 	 RNA metabolism  
Spi_isotig05789 	 0.461873 	 other biological processes 
Spi_isotig05789 	 0.461873 	 protein metabolism  
Spi_isotig05790 	 0.203678 	 other metabolic processes 
Spi_isotig05792 	 1.27017 	 developmental processes  
Spi_isotig05792 	 1.27017 	 other metabolic processes 
Spi_isotig05792 	 1.27017 	 protein metabolism  
Spi_isotig05792 	 1.27017 	 RNA metabolism  
Spi_isotig05793 	 1.07732 	 cell cycle and proliferation
Spi_isotig05793 	 1.07732 	 other biological processes 
Spi_isotig05793 	 1.07732 	 protein metabolism  
Spi_isotig05795 	 0.464369 	 transport   
Spi_isotig05797 	 0.338183 	 transport   
Spi_isotig05798 	 0.849691 	 transport   
Spi_isotig05799 	 0.516627 	 other metabolic processes 
Spi_isotig05800 	 0.618345 	 transport   
Spi_isotig05802 	 0.589578 	 cell organization and biogenesis
Spi_isotig05802 	 0.589578 	 RNA metabolism  
Spi_isotig05803 	 0.786125 	 other biological processes 
Spi_isotig05803 	 0.786125 	 other metabolic processes 
Spi_isotig05804 	 0.672311 	 other biological processes 
Spi_isotig05805 	 0.449415 	 other metabolic processes 
Spi_isotig05805 	 0.449415 	 protein metabolism  
Spi_isotig05805 	 0.449415 	 transport   
Spi_isotig05806 	 0.329435 	 cell organization and biogenesis
Spi_isotig05806 	 0.329435 	 RNA metabolism  
Spi_isotig05806 	 0.329435 	 transport   
Spi_isotig05807 	 0.552355 	 other metabolic processes 
Spi_isotig05808 	 0.940413 	 cell organization and biogenesis
Spi_isotig05808 	 0.940413 	 developmental processes  
Spi_isotig05808 	 0.940413 	 other biological processes 
Spi_isotig05808 	 0.940413 	 transport   
Spi_isotig05809 	 1.36835 	 other biological processes 
Spi_isotig05809 	 1.36835 	 transport   
Spi_isotig05812 	 0.201091 	 cell organization and biogenesis
Spi_isotig05812 	 0.201091 	 developmental processes  
Spi_isotig05812 	 0.201091 	 other biological processes 
Spi_isotig05812 	 0.201091 	 other metabolic processes 
Spi_isotig05812 	 0.201091 	 protein metabolism  
Spi_isotig05812 	 0.201091 	 signal transduction  
Spi_isotig05812 	 0.201091 	 transport   
Spi_isotig05813 	 0.478099 	 death   
Spi_isotig05813 	 0.478099 	 signal transduction  
Spi_isotig05817 	 1.05343 	 cell adhesion  
Spi_isotig05817 	 1.05343 	 cell organization and biogenesis
Spi_isotig05817 	 1.05343 	 death   
Spi_isotig05817 	 1.05343 	 developmental processes  
Spi_isotig05817 	 1.05343 	 other metabolic processes 
Spi_isotig05817 	 1.05343 	 protein metabolism  
Spi_isotig05817 	 1.05343 	 RNA metabolism  
Spi_isotig05817 	 1.05343 	 signal transduction  
Spi_isotig05819 	 0.93082 	 cell cycle and proliferation
Spi_isotig05819 	 0.93082 	 other biological processes 
Spi_isotig05819 	 0.93082 	 protein metabolism  
Spi_isotig05820 	 0.874094 	 cell organization and biogenesis
Spi_isotig05820 	 0.874094 	 death   
Spi_isotig05820 	 0.874094 	 other metabolic processes 
Spi_isotig05822 	 0.398497 	 other biological processes 
Spi_isotig05824 	 0.307753 	 death   
Spi_isotig05825 	 0.250297 	 other biological processes 
Spi_isotig05826 	 0.351257 	 protein metabolism  
Spi_isotig05827 	 0.345601 	 other biological processes 
Spi_isotig05830 	 0.686239 	 other metabolic processes 
Spi_isotig05834 	 0.47835 	 other metabolic processes 
Spi_isotig05837 	 0.246747 	 cell organization and biogenesis
Spi_isotig05837 	 0.246747 	 death   
Spi_isotig05837 	 0.246747 	 developmental processes  
Spi_isotig05837 	 0.246747 	 other biological processes 
Spi_isotig05837 	 0.246747 	 other metabolic processes 
Spi_isotig05837 	 0.246747 	 protein metabolism  
Spi_isotig05837 	 0.246747 	 RNA metabolism  
Spi_isotig05837 	 0.246747 	 signal transduction  
Spi_isotig05837 	 0.246747 	 stress response  
Spi_isotig05838 	 0.860691 	 other metabolic processes 
Spi_isotig05838 	 0.860691 	 signal transduction  
Spi_isotig05839 	 0.435108 	 cell organization and biogenesis
Spi_isotig05840 	 0.448349 	 other metabolic processes 
Spi_isotig05841 	 0.88821 	 other metabolic processes 
Spi_isotig05841 	 0.88821 	 protein metabolism  
Spi_isotig05841 	 0.88821 	 signal transduction  
Spi_isotig05844 	 0.224006 	 cell cycle and proliferation
Spi_isotig05844 	 0.224006 	 cell organization and biogenesis
Spi_isotig05844 	 0.224006 	 other biological processes 
Spi_isotig05844 	 0.224006 	 protein metabolism  
Spi_isotig05844 	 0.224006 	 RNA metabolism  
Spi_isotig05844 	 0.224006 	 transport   
Spi_isotig05845 	 0.411022 	 cell organization and biogenesis
Spi_isotig05845 	 0.411022 	 other biological processes 
Spi_isotig05845 	 0.411022 	 stress response  
Spi_isotig05845 	 0.411022 	 transport   
Spi_isotig05848 	 0.199943 	 cell organization and biogenesis
Spi_isotig05848 	 0.199943 	 developmental processes  
Spi_isotig05848 	 0.199943 	 other biological processes 
Spi_isotig05848 	 0.199943 	 transport   
Spi_isotig05849 	 0.651198 	 developmental processes  
Spi_isotig05849 	 0.651198 	 other biological processes 
Spi_isotig05849 	 0.651198 	 other metabolic processes 
Spi_isotig05849 	 0.651198 	 protein metabolism  
Spi_isotig05849 	 0.651198 	 stress response  
Spi_isotig05850 	 0.272457 	 other metabolic processes 
Spi_isotig05851 	 0.379633 	 cell cycle and proliferation
Spi_isotig05851 	 0.379633 	 other biological processes 
Spi_isotig05852 	 0.82611 	 signal transduction  
Spi_isotig05852 	 0.82611 	 transport   
Spi_isotig05854 	 0.299244 	 other metabolic processes 
Spi_isotig05855 	 0.461519 	 other metabolic processes 
Spi_isotig05856 	 0.660612 	 cell-cell signaling  
Spi_isotig05856 	 0.660612 	 developmental processes  
Spi_isotig05856 	 0.660612 	 other biological processes 
Spi_isotig05856 	 0.660612 	 other metabolic processes 
Spi_isotig05856 	 0.660612 	 signal transduction  
Spi_isotig05856 	 0.660612 	 transport   
Spi_isotig05858 	 0.889439 	 other biological processes 
Spi_isotig05859 	 0.991421 	 death   
Spi_isotig05859 	 0.991421 	 other biological processes 
Spi_isotig05859 	 0.991421 	 RNA metabolism  
Spi_isotig05859 	 0.991421 	 stress response  
Spi_isotig05859 	 0.991421 	 transport   
Spi_isotig05860 	 0.442933 	 RNA metabolism  
Spi_isotig05862 	 0.305997 	 cell cycle and proliferation
Spi_isotig05862 	 0.305997 	 cell organization and biogenesis
Spi_isotig05862 	 0.305997 	 other biological processes 
Spi_isotig05862 	 0.305997 	 protein metabolism  
Spi_isotig05863 	 0.532693 	 other metabolic processes 
Spi_isotig05864 	 0.699043 	 transport   
Spi_isotig05865 	 0.148329 	 cell cycle and proliferation
Spi_isotig05865 	 0.148329 	 death   
Spi_isotig05865 	 0.148329 	 DNA metabolism  
Spi_isotig05865 	 0.148329 	 other biological processes 
Spi_isotig05865 	 0.148329 	 other metabolic processes 
Spi_isotig05865 	 0.148329 	 RNA metabolism  
Spi_isotig05865 	 0.148329 	 signal transduction  
Spi_isotig05865 	 0.148329 	 stress response  
Spi_isotig05865 	 0.148329 	 transport   
Spi_isotig05867 	 0.30775 	 death   
Spi_isotig05869 	 0.863375 	 transport   
Spi_isotig05871 	 1.03148 	 other biological processes 
Spi_isotig05872 	 0.530411 	 cell cycle and proliferation
Spi_isotig05872 	 0.530411 	 cell organization and biogenesis
Spi_isotig05872 	 0.530411 	 death   
Spi_isotig05872 	 0.530411 	 developmental processes  
Spi_isotig05872 	 0.530411 	 other biological processes 
Spi_isotig05872 	 0.530411 	 other metabolic processes 
Spi_isotig05872 	 0.530411 	 protein metabolism  
Spi_isotig05872 	 0.530411 	 stress response  
Spi_isotig05873 	 0.548652 	 cell adhesion  
Spi_isotig05874 	 0.782471 	 developmental processes  
Spi_isotig05874 	 0.782471 	 other metabolic processes 
Spi_isotig05874 	 0.782471 	 protein metabolism  
Spi_isotig05876 	 0.752885 	 other biological processes 
Spi_isotig05876 	 0.752885 	 other metabolic processes 
Spi_isotig05876 	 0.752885 	 stress response  
Spi_isotig05876 	 0.752885 	 transport   
Spi_isotig05878 	 1.05301 	 cell adhesion  
Spi_isotig05878 	 1.05301 	 cell-cell signaling  
Spi_isotig05878 	 1.05301 	 cell cycle and proliferation
Spi_isotig05878 	 1.05301 	 cell organization and biogenesis
Spi_isotig05879 	 0.276671 	 developmental processes  
Spi_isotig05879 	 0.276671 	 transport   
Spi_isotig05880 	 0.55465 	 protein metabolism  
Spi_isotig05881 	 1.07347 	 transport   
Spi_isotig05884 	 0.599342 	 other metabolic processes 
Spi_isotig05886 	 0.894048 	 other biological processes 
Spi_isotig05886 	 0.894048 	 other metabolic processes 
Spi_isotig05888 	 0.242395 	 death   
Spi_isotig05888 	 0.242395 	 developmental processes  
Spi_isotig05888 	 0.242395 	 other biological processes 
Spi_isotig05888 	 0.242395 	 other metabolic processes 
Spi_isotig05888 	 0.242395 	 transport   
Spi_isotig05889 	 0.357656 	 transport   
Spi_isotig05890 	 0.458771 	 cell organization and biogenesis
Spi_isotig05890 	 0.458771 	 DNA metabolism  
Spi_isotig05890 	 0.458771 	 other biological processes 
Spi_isotig05890 	 0.458771 	 protein metabolism  
Spi_isotig05890 	 0.458771 	 RNA metabolism  
Spi_isotig05890 	 0.458771 	 transport   
Spi_isotig05892 	 0.312833 	 other metabolic processes 
Spi_isotig05893 	 1.03126 	 other metabolic processes 
Spi_isotig05894 	 0.371066 	 cell cycle and proliferation
Spi_isotig05894 	 0.371066 	 other biological processes 
Spi_isotig05894 	 0.371066 	 other metabolic processes 
Spi_isotig05894 	 0.371066 	 signal transduction  
Spi_isotig05895 	 0.378767 	 cell cycle and proliferation
Spi_isotig05895 	 0.378767 	 cell organization and biogenesis
Spi_isotig05895 	 0.378767 	 other biological processes 
Spi_isotig05895 	 0.378767 	 protein metabolism  
Spi_isotig05895 	 0.378767 	 signal transduction  
Spi_isotig05895 	 0.378767 	 stress response  
Spi_isotig05896 	 0.371952 	 other metabolic processes 
Spi_isotig05896 	 0.371952 	 stress response  
Spi_isotig05898 	 0.285028 	 other biological processes 
Spi_isotig05899 	 0.989265 	 developmental processes  
Spi_isotig05899 	 0.989265 	 other biological processes 
Spi_isotig05899 	 0.989265 	 RNA metabolism  
Spi_isotig05899 	 0.989265 	 signal transduction  
Spi_isotig05900 	 0.303774 	 other biological processes 
Spi_isotig05900 	 0.303774 	 other metabolic processes 
Spi_isotig05902 	 0.142361 	 transport   
Spi_isotig05904 	 0.68726 	 other metabolic processes 
Spi_isotig05905 	 0.575642 	 cell organization and biogenesis
Spi_isotig05906 	 0.49708 	 other metabolic processes 
Spi_isotig05906 	 0.49708 	 transport   
Spi_isotig05907 	 0.956515 	 RNA metabolism  
Spi_isotig05909 	 0.341811 	 DNA metabolism  
Spi_isotig05909 	 0.341811 	 protein metabolism  
Spi_isotig05909 	 0.341811 	 signal transduction  
Spi_isotig05909 	 0.341811 	 stress response  
Spi_isotig05910 	 0.566946 	 other metabolic processes 
Spi_isotig05912 	 0.437271 	 cell cycle and proliferation
Spi_isotig05912 	 0.437271 	 other biological processes 
Spi_isotig05912 	 0.437271 	 transport   
Spi_isotig05913 	 0.293706 	 developmental processes  
Spi_isotig05913 	 0.293706 	 other biological processes 
Spi_isotig05913 	 0.293706 	 other metabolic processes 
Spi_isotig05913 	 0.293706 	 stress response  
Spi_isotig05914 	 0.234678 	 cell organization and biogenesis
Spi_isotig05914 	 0.234678 	 RNA metabolism  
Spi_isotig05916 	 0.588267 	 developmental processes  
Spi_isotig05918 	 0.841624 	 cell organization and biogenesis
Spi_isotig05920 	 0.761532 	 cell organization and biogenesis
Spi_isotig05920 	 0.761532 	 developmental processes  
Spi_isotig05920 	 0.761532 	 protein metabolism  
Spi_isotig05920 	 0.761532 	 stress response  
Spi_isotig05921 	 0.764335 	 other metabolic processes 
Spi_isotig05925 	 0.728411 	 other biological processes 
Spi_isotig05925 	 0.728411 	 transport   
Spi_isotig05926 	 0.774828 	 other biological processes 
Spi_isotig05928 	 0.7216 	 cell cycle and proliferation
Spi_isotig05928 	 0.7216 	 cell organization and biogenesis
Spi_isotig05928 	 0.7216 	 death   
Spi_isotig05928 	 0.7216 	 developmental processes  
Spi_isotig05928 	 0.7216 	 other biological processes 
Spi_isotig05928 	 0.7216 	 protein metabolism  
Spi_isotig05928 	 0.7216 	 signal transduction  
Spi_isotig05928 	 0.7216 	 stress response  
Spi_isotig05928 	 0.7216 	 transport   
Spi_isotig05929 	 0.395434 	 cell cycle and proliferation
Spi_isotig05929 	 0.395434 	 cell organization and biogenesis
Spi_isotig05929 	 0.395434 	 other biological processes 
Spi_isotig05929 	 0.395434 	 other metabolic processes 
Spi_isotig05929 	 0.395434 	 protein metabolism  
Spi_isotig05930 	 0.582433 	 other metabolic processes 
Spi_isotig05933 	 0.576089 	 protein metabolism  
Spi_isotig05934 	 0.881676 	 other metabolic processes 
Spi_isotig05935 	 0.784901 	 cell-cell signaling  
Spi_isotig05935 	 0.784901 	 developmental processes  
Spi_isotig05935 	 0.784901 	 other biological processes 
Spi_isotig05935 	 0.784901 	 other metabolic processes 
Spi_isotig05935 	 0.784901 	 protein metabolism  
Spi_isotig05935 	 0.784901 	 RNA metabolism  
Spi_isotig05935 	 0.784901 	 signal transduction  
Spi_isotig05935 	 0.784901 	 stress response  
Spi_isotig05936 	 0.282258 	 other metabolic processes 
Spi_isotig05938 	 0.816586 	 other metabolic processes 
Spi_isotig05938 	 0.816586 	 signal transduction  
Spi_isotig05940 	 0.392274 	 other biological processes 
Spi_isotig05940 	 0.392274 	 protein metabolism  
Spi_isotig05941 	 0.490196 	 other biological processes 
Spi_isotig05941 	 0.490196 	 other metabolic processes 
Spi_isotig05943 	 0.768958 	 developmental processes  
Spi_isotig05943 	 0.768958 	 RNA metabolism  
Spi_isotig05946 	 0.652387 	 cell adhesion  
Spi_isotig05946 	 0.652387 	 cell cycle and proliferation
Spi_isotig05946 	 0.652387 	 cell organization and biogenesis
Spi_isotig05946 	 0.652387 	 developmental processes  
Spi_isotig05946 	 0.652387 	 other biological processes 
Spi_isotig05946 	 0.652387 	 other metabolic processes 
Spi_isotig05946 	 0.652387 	 signal transduction  
Spi_isotig05949 	 0.791293 	 signal transduction  
Spi_isotig05950 	 0.604076 	 cell-cell signaling  
Spi_isotig05950 	 0.604076 	 cell organization and biogenesis
Spi_isotig05950 	 0.604076 	 other biological processes 
Spi_isotig05950 	 0.604076 	 other metabolic processes 
Spi_isotig05950 	 0.604076 	 transport   
Spi_isotig05953 	 0.387056 	 cell cycle and proliferation
Spi_isotig05953 	 0.387056 	 death   
Spi_isotig05953 	 0.387056 	 developmental processes  
Spi_isotig05953 	 0.387056 	 other biological processes 
Spi_isotig05953 	 0.387056 	 protein metabolism  
Spi_isotig05953 	 0.387056 	 RNA metabolism  
Spi_isotig05953 	 0.387056 	 signal transduction  
Spi_isotig05953 	 0.387056 	 stress response  
Spi_isotig05954 	 0.255554 	 cell organization and biogenesis
Spi_isotig05954 	 0.255554 	 developmental processes  
Spi_isotig05954 	 0.255554 	 other biological processes 
Spi_isotig05954 	 0.255554 	 other metabolic processes 
Spi_isotig05956 	 0.281924 	 other metabolic processes 
Spi_isotig05956 	 0.281924 	 protein metabolism  
Spi_isotig05959 	 0.783971 	 cell organization and biogenesis
Spi_isotig05959 	 0.783971 	 other biological processes 
Spi_isotig05959 	 0.783971 	 protein metabolism  
Spi_isotig05959 	 0.783971 	 transport   
Spi_isotig05960 	 0.690884 	 protein metabolism  
Spi_isotig05961 	 0.940161 	 RNA metabolism  
Spi_isotig05962 	 0.330806 	 protein metabolism  
Spi_isotig05962 	 0.330806 	 RNA metabolism  
Spi_isotig05963 	 0.146546 	 cell organization and biogenesis
Spi_isotig05963 	 0.146546 	 death   
Spi_isotig05963 	 0.146546 	 developmental processes  
Spi_isotig05963 	 0.146546 	 DNA metabolism  
Spi_isotig05963 	 0.146546 	 other biological processes 
Spi_isotig05963 	 0.146546 	 other metabolic processes 
Spi_isotig05963 	 0.146546 	 protein metabolism  
Spi_isotig05963 	 0.146546 	 transport   
Spi_isotig05964 	 1.0266 	 cell organization and biogenesis
Spi_isotig05964 	 1.0266 	 developmental processes  
Spi_isotig05964 	 1.0266 	 RNA metabolism  
Spi_isotig05967 	 0.964047 	 developmental processes  
Spi_isotig05967 	 0.964047 	 other biological processes 
Spi_isotig05967 	 0.964047 	 signal transduction  
Spi_isotig05969 	 0.377268 	 other biological processes 
Spi_isotig05969 	 0.377268 	 other metabolic processes 
Spi_isotig05969 	 0.377268 	 protein metabolism  
Spi_isotig05969 	 0.377268 	 signal transduction  
Spi_isotig05969 	 0.377268 	 stress response  
Spi_isotig05971 	 0.85014 	 cell-cell signaling  
Spi_isotig05971 	 0.85014 	 developmental processes  
Spi_isotig05971 	 0.85014 	 other biological processes 
Spi_isotig05973 	 0.746332 	 other metabolic processes 
Spi_isotig05973 	 0.746332 	 signal transduction  
Spi_isotig05975 	 0.38604 	 protein metabolism  
Spi_isotig05976 	 1.16738 	 death   
Spi_isotig05976 	 1.16738 	 developmental processes  
Spi_isotig05976 	 1.16738 	 other biological processes 
Spi_isotig05976 	 1.16738 	 RNA metabolism  
Spi_isotig05980 	 0.763108 	 cell adhesion  
Spi_isotig05980 	 0.763108 	 developmental processes  
Spi_isotig05981 	 0.311559 	 other biological processes 
Spi_isotig05981 	 0.311559 	 other metabolic processes 
Spi_isotig05983 	 0.699756 	 transport   
Spi_isotig05985 	 0.460937 	 protein metabolism  
Spi_isotig05989 	 1.16278 	 cell adhesion  
Spi_isotig05989 	 1.16278 	 cell cycle and proliferation
Spi_isotig05989 	 1.16278 	 cell organization and biogenesis
Spi_isotig05989 	 1.16278 	 death   
Spi_isotig05989 	 1.16278 	 developmental processes  
Spi_isotig05989 	 1.16278 	 other biological processes 
Spi_isotig05989 	 1.16278 	 protein metabolism  
Spi_isotig05989 	 1.16278 	 RNA metabolism  
Spi_isotig05989 	 1.16278 	 signal transduction  
Spi_isotig05989 	 1.16278 	 stress response  
Spi_isotig05990 	 0.256731 	 other metabolic processes 
Spi_isotig05993 	 0.323069 	 death   
Spi_isotig05993 	 0.323069 	 developmental processes  
Spi_isotig05993 	 0.323069 	 other biological processes 
Spi_isotig05993 	 0.323069 	 signal transduction  
Spi_isotig05994 	 0.871304 	 developmental processes  
Spi_isotig05994 	 0.871304 	 signal transduction  
Spi_isotig05995 	 1.05456 	 developmental processes  
Spi_isotig05995 	 1.05456 	 other biological processes 
