Locus_10004_Transcript_1/1_Confidence_1.000_Length_174_transcripts_v2_10976 	 0.230119 	 transport    
Locus_56612_Transcript_1/1_Confidence_1.000_Length_412_transcripts_v2_46323 	 0.717018 	 cell organization and biogenesis
Locus_56612_Transcript_1/1_Confidence_1.000_Length_412_transcripts_v2_46323 	 0.717018 	 other biological processes 
Locus_56615_Transcript_1/1_Confidence_1.000_Length_199_transcripts_v2_50831 	 0.261445 	 RNA metabolism  
Locus_56626_Transcript_1/1_Confidence_1.000_Length_253_transcripts_v2_48280 	 0.691732 	 cell cycle and proliferation
Locus_56626_Transcript_1/1_Confidence_1.000_Length_253_transcripts_v2_48280 	 0.691732 	 cell organization and biogenesis
Locus_56626_Transcript_1/1_Confidence_1.000_Length_253_transcripts_v2_48280 	 0.691732 	 other biological processes 
Locus_56628_Transcript_1/1_Confidence_1.000_Length_271_transcripts_v2_47856 	 0.550058 	 cell adhesion  
Locus_56628_Transcript_1/1_Confidence_1.000_Length_271_transcripts_v2_47856 	 0.550058 	 other metabolic processes 
Locus_56628_Transcript_1/1_Confidence_1.000_Length_271_transcripts_v2_47856 	 0.550058 	 protein metabolism  
Locus_56629_Transcript_1/1_Confidence_1.000_Length_182_transcripts_v2_52362 	 0.400231 	 cell organization and biogenesis
Locus_56629_Transcript_1/1_Confidence_1.000_Length_182_transcripts_v2_52362 	 0.400231 	 developmental processes  
Locus_56629_Transcript_1/1_Confidence_1.000_Length_182_transcripts_v2_52362 	 0.400231 	 other biological processes 
Locus_56629_Transcript_1/1_Confidence_1.000_Length_182_transcripts_v2_52362 	 0.400231 	 other metabolic processes 
Locus_56629_Transcript_1/1_Confidence_1.000_Length_182_transcripts_v2_52362 	 0.400231 	 transport   
Locus_56631_Transcript_1/1_Confidence_1.000_Length_219_transcripts_v2_49571 	 1.73592 	 developmental processes  
Locus_56631_Transcript_1/1_Confidence_1.000_Length_219_transcripts_v2_49571 	 1.73592 	 other biological processes 
Locus_56632_Transcript_1/1_Confidence_1.000_Length_172_transcripts_v2_53627 	 0.108196 	 RNA metabolism  
Locus_56632_Transcript_1/1_Confidence_1.000_Length_172_transcripts_v2_53627 	 0.108196 	 cell organization and biogenesis
Locus_56632_Transcript_1/1_Confidence_1.000_Length_172_transcripts_v2_53627 	 0.108196 	 protein metabolism  
Locus_56636_Transcript_1/1_Confidence_1.000_Length_230_transcripts_v2_49050 	 0.691837 	 other biological processes 
Locus_56636_Transcript_1/1_Confidence_1.000_Length_230_transcripts_v2_49050 	 0.691837 	 transport   
Locus_56645_Transcript_1/1_Confidence_1.000_Length_195_transcripts_v2_51146 	 1.10529 	 other metabolic processes 
Locus_56646_Transcript_1/1_Confidence_1.000_Length_197_transcripts_v2_50976 	 0.842575 	 transport   
Locus_5664_Transcript_1/1_Confidence_1.000_Length_906_transcripts_v2_45175 	 0.606825 	 other metabolic processes 
Locus_56654_Transcript_1/1_Confidence_1.000_Length_182_transcripts_v2_52363 	 0.31283 	 other metabolic processes 
Locus_56655_Transcript_1/1_Confidence_1.000_Length_166_transcripts_v2_54521 	 0.289941 	 other biological processes 
Locus_56655_Transcript_1/1_Confidence_1.000_Length_166_transcripts_v2_54521 	 0.289941 	 signal transduction  
Locus_56655_Transcript_1/1_Confidence_1.000_Length_166_transcripts_v2_54521 	 0.289941 	 transport   
Locus_56665_Transcript_1/1_Confidence_1.000_Length_236_transcripts_v2_48823 	 0.369357 	 signal transduction  
Locus_56665_Transcript_1/1_Confidence_1.000_Length_236_transcripts_v2_48823 	 0.369357 	 transport   
Locus_56666_Transcript_1/1_Confidence_1.000_Length_541_transcripts_v2_45788 	 0.0447196 	 other biological processes 
Locus_56666_Transcript_1/1_Confidence_1.000_Length_541_transcripts_v2_45788 	 0.0447196 	 protein metabolism  
Locus_56688_Transcript_1/1_Confidence_1.000_Length_810_transcripts_v2_45278 	 0.323753 	 other metabolic processes 
Locus_56691_Transcript_1/1_Confidence_1.000_Length_196_transcripts_v2_51057 	 0.10479 	 cell organization and biogenesis
Locus_56691_Transcript_1/1_Confidence_1.000_Length_196_transcripts_v2_51057 	 0.10479 	 transport   
Locus_56693_Transcript_1/1_Confidence_1.000_Length_182_transcripts_v2_52364 	 0.387929 	 other metabolic processes 
Locus_56697_Transcript_1/1_Confidence_1.000_Length_173_transcripts_v2_53490 	 0.873913 	 other metabolic processes 
Locus_56700_Transcript_1/1_Confidence_1.000_Length_192_transcripts_v2_51412 	 0.112474 	 other biological processes 
Locus_56700_Transcript_1/1_Confidence_1.000_Length_192_transcripts_v2_51412 	 0.112474 	 other metabolic processes 
Locus_56704_Transcript_1/1_Confidence_1.000_Length_218_transcripts_v2_49625 	 0.332161 	 other biological processes 
Locus_56704_Transcript_1/1_Confidence_1.000_Length_218_transcripts_v2_49625 	 0.332161 	 signal transduction  
Locus_56706_Transcript_1/1_Confidence_1.000_Length_213_transcripts_v2_49901 	 0.531689 	 cell cycle and proliferation
Locus_56706_Transcript_1/1_Confidence_1.000_Length_213_transcripts_v2_49901 	 0.531689 	 cell organization and biogenesis
Locus_56706_Transcript_1/1_Confidence_1.000_Length_213_transcripts_v2_49901 	 0.531689 	 other biological processes 
Locus_56707_Transcript_1/1_Confidence_1.000_Length_203_transcripts_v2_50545 	 0.396511 	 RNA metabolism  
Locus_56712_Transcript_1/1_Confidence_1.000_Length_602_transcripts_v2_45629 	 0.863678 	 cell adhesion  
Locus_56712_Transcript_1/1_Confidence_1.000_Length_602_transcripts_v2_45629 	 0.863678 	 developmental processes  
Locus_56712_Transcript_1/1_Confidence_1.000_Length_602_transcripts_v2_45629 	 0.863678 	 other biological processes 
Locus_56714_Transcript_1/1_Confidence_1.000_Length_166_transcripts_v2_54523 	 0.665805 	 protein metabolism  
Locus_56716_Transcript_1/1_Confidence_1.000_Length_214_transcripts_v2_49843 	 0.549728 	 other metabolic processes 
Locus_56716_Transcript_1/1_Confidence_1.000_Length_214_transcripts_v2_49843 	 0.549728 	 protein metabolism  
Locus_56718_Transcript_1/1_Confidence_1.000_Length_273_transcripts_v2_47814 	 0.26706 	 protein metabolism  
Locus_5671_Transcript_1/1_Confidence_1.000_Length_270_transcripts_v2_47869 	 0.91247 	 cell adhesion  
Locus_5671_Transcript_1/1_Confidence_1.000_Length_270_transcripts_v2_47869 	 0.91247 	 cell organization and biogenesis
Locus_5671_Transcript_1/1_Confidence_1.000_Length_270_transcripts_v2_47869 	 0.91247 	 developmental processes  
Locus_5671_Transcript_1/1_Confidence_1.000_Length_270_transcripts_v2_47869 	 0.91247 	 signal transduction  
Locus_56726_Transcript_1/1_Confidence_1.000_Length_230_transcripts_v2_49051 	 0.89277 	 signal transduction  
Locus_56730_Transcript_1/1_Confidence_1.000_Length_249_transcripts_v2_48403 	 0.184914 	 RNA metabolism  
Locus_56730_Transcript_1/1_Confidence_1.000_Length_249_transcripts_v2_48403 	 0.184914 	 developmental processes  
Locus_56730_Transcript_1/1_Confidence_1.000_Length_249_transcripts_v2_48403 	 0.184914 	 other biological processes 
Locus_56730_Transcript_1/1_Confidence_1.000_Length_249_transcripts_v2_48403 	 0.184914 	 protein metabolism  
Locus_56730_Transcript_1/1_Confidence_1.000_Length_249_transcripts_v2_48403 	 0.184914 	 signal transduction  
Locus_56731_Transcript_1/1_Confidence_1.000_Length_264_transcripts_v2_48021 	 0.393327 	 cell organization and biogenesis
Locus_56731_Transcript_1/1_Confidence_1.000_Length_264_transcripts_v2_48021 	 0.393327 	 developmental processes  
Locus_56731_Transcript_1/1_Confidence_1.000_Length_264_transcripts_v2_48021 	 0.393327 	 protein metabolism  
Locus_56733_Transcript_1/1_Confidence_1.000_Length_182_transcripts_v2_52365 	 0.930987 	 cell organization and biogenesis
Locus_56733_Transcript_1/1_Confidence_1.000_Length_182_transcripts_v2_52365 	 0.930987 	 transport   
Locus_56736_Transcript_1/1_Confidence_1.000_Length_179_transcripts_v2_52718 	 0.210533 	 DNA metabolism  
Locus_56736_Transcript_1/1_Confidence_1.000_Length_179_transcripts_v2_52718 	 0.210533 	 cell organization and biogenesis
Locus_56736_Transcript_1/1_Confidence_1.000_Length_179_transcripts_v2_52718 	 0.210533 	 stress response  
Locus_56740_Transcript_1/1_Confidence_1.000_Length_271_transcripts_v2_47857 	 0.175373 	 cell organization and biogenesis
Locus_56740_Transcript_1/1_Confidence_1.000_Length_271_transcripts_v2_47857 	 0.175373 	 other biological processes 
Locus_56743_Transcript_1/1_Confidence_1.000_Length_167_transcripts_v2_54369 	 1.1598 	 protein metabolism  
Locus_56744_Transcript_1/1_Confidence_1.000_Length_166_transcripts_v2_54525 	 0.489276 	 cell organization and biogenesis
Locus_56744_Transcript_1/1_Confidence_1.000_Length_166_transcripts_v2_54525 	 0.489276 	 death   
Locus_56744_Transcript_1/1_Confidence_1.000_Length_166_transcripts_v2_54525 	 0.489276 	 developmental processes  
Locus_56744_Transcript_1/1_Confidence_1.000_Length_166_transcripts_v2_54525 	 0.489276 	 other biological processes 
Locus_56744_Transcript_1/1_Confidence_1.000_Length_166_transcripts_v2_54525 	 0.489276 	 signal transduction  
Locus_56744_Transcript_1/1_Confidence_1.000_Length_166_transcripts_v2_54525 	 0.489276 	 stress response  
Locus_56744_Transcript_1/1_Confidence_1.000_Length_166_transcripts_v2_54525 	 0.489276 	 transport   
Locus_56748_Transcript_1/1_Confidence_1.000_Length_403_transcripts_v2_46385 	 0.989181 	 other metabolic processes 
Locus_56748_Transcript_1/1_Confidence_1.000_Length_403_transcripts_v2_46385 	 0.989181 	 transport   
Locus_56751_Transcript_1/1_Confidence_1.000_Length_256_transcripts_v2_48199 	 0.64412 	 transport   
Locus_56755_Transcript_1/1_Confidence_1.000_Length_407_transcripts_v2_46356 	 0.643303 	 other metabolic processes 
Locus_56760_Transcript_1/1_Confidence_1.000_Length_248_transcripts_v2_48432 	 0.0893128 	 cell organization and biogenesis
Locus_56760_Transcript_1/1_Confidence_1.000_Length_248_transcripts_v2_48432 	 0.0893128 	 protein metabolism  
Locus_56763_Transcript_1/1_Confidence_1.000_Length_221_transcripts_v2_49468 	 0.823546 	 RNA metabolism  
Locus_56768_Transcript_1/1_Confidence_1.000_Length_270_transcripts_v2_47880 	 0.842673 	 cell-cell signaling  
Locus_56768_Transcript_1/1_Confidence_1.000_Length_270_transcripts_v2_47880 	 0.842673 	 developmental processes  
Locus_56768_Transcript_1/1_Confidence_1.000_Length_270_transcripts_v2_47880 	 0.842673 	 other biological processes 
Locus_56768_Transcript_1/1_Confidence_1.000_Length_270_transcripts_v2_47880 	 0.842673 	 protein metabolism  
Locus_56769_Transcript_1/1_Confidence_1.000_Length_805_transcripts_v2_45287 	 1.2833 	 RNA metabolism  
Locus_56771_Transcript_1/1_Confidence_1.000_Length_332_transcripts_v2_46956 	 0.767288 	 RNA metabolism  
Locus_56774_Transcript_1/1_Confidence_1.000_Length_166_transcripts_v2_54526 	 0.795267 	 cell adhesion  
Locus_56784_Transcript_1/1_Confidence_1.000_Length_199_transcripts_v2_50832 	 1.2308 	 protein metabolism  
Locus_56787_Transcript_1/1_Confidence_1.000_Length_174_transcripts_v2_53356 	 0.270071 	 other metabolic processes 
Locus_56795_Transcript_1/1_Confidence_1.000_Length_173_transcripts_v2_53492 	 0.691597 	 developmental processes  
Locus_56795_Transcript_1/1_Confidence_1.000_Length_173_transcripts_v2_53492 	 0.691597 	 other metabolic processes 
Locus_56795_Transcript_1/1_Confidence_1.000_Length_173_transcripts_v2_53492 	 0.691597 	 signal transduction  
Locus_56806_Transcript_1/1_Confidence_1.000_Length_264_transcripts_v2_48022 	 0.301141 	 cell cycle and proliferation
Locus_56806_Transcript_1/1_Confidence_1.000_Length_264_transcripts_v2_48022 	 0.301141 	 cell organization and biogenesis
Locus_56806_Transcript_1/1_Confidence_1.000_Length_264_transcripts_v2_48022 	 0.301141 	 protein metabolism  
Locus_56806_Transcript_1/1_Confidence_1.000_Length_264_transcripts_v2_48022 	 0.301141 	 signal transduction  
Locus_56807_Transcript_1/1_Confidence_1.000_Length_178_transcripts_v2_52824 	 0.65093 	 RNA metabolism  
Locus_56807_Transcript_1/1_Confidence_1.000_Length_178_transcripts_v2_52824 	 0.65093 	 cell organization and biogenesis
Locus_56807_Transcript_1/1_Confidence_1.000_Length_178_transcripts_v2_52824 	 0.65093 	 other metabolic processes 
Locus_56808_Transcript_1/1_Confidence_1.000_Length_175_transcripts_v2_53215 	 0.698436 	 RNA metabolism  
Locus_56816_Transcript_1/1_Confidence_1.000_Length_566_transcripts_v2_45710 	 0.761485 	 other metabolic processes 
Locus_56822_Transcript_1/1_Confidence_1.000_Length_177_transcripts_v2_52966 	 0.591381 	 cell organization and biogenesis
Locus_56822_Transcript_1/1_Confidence_1.000_Length_177_transcripts_v2_52966 	 0.591381 	 other biological processes 
Locus_56822_Transcript_1/1_Confidence_1.000_Length_177_transcripts_v2_52966 	 0.591381 	 other metabolic processes 
Locus_56827_Transcript_1/1_Confidence_1.000_Length_271_transcripts_v2_47858 	 0.879614 	 transport   
Locus_56829_Transcript_1/1_Confidence_1.000_Length_195_transcripts_v2_51147 	 0.333342 	 RNA metabolism  
Locus_56829_Transcript_1/1_Confidence_1.000_Length_195_transcripts_v2_51147 	 0.333342 	 cell organization and biogenesis
Locus_56829_Transcript_1/1_Confidence_1.000_Length_195_transcripts_v2_51147 	 0.333342 	 other biological processes 
Locus_56829_Transcript_1/1_Confidence_1.000_Length_195_transcripts_v2_51147 	 0.333342 	 protein metabolism  
Locus_56837_Transcript_1/1_Confidence_1.000_Length_197_transcripts_v2_50977 	 0.705901 	 cell-cell signaling  
Locus_56837_Transcript_1/1_Confidence_1.000_Length_197_transcripts_v2_50977 	 0.705901 	 death   
Locus_56837_Transcript_1/1_Confidence_1.000_Length_197_transcripts_v2_50977 	 0.705901 	 developmental processes  
Locus_56837_Transcript_1/1_Confidence_1.000_Length_197_transcripts_v2_50977 	 0.705901 	 other biological processes 
Locus_56837_Transcript_1/1_Confidence_1.000_Length_197_transcripts_v2_50977 	 0.705901 	 other metabolic processes 
Locus_56837_Transcript_1/1_Confidence_1.000_Length_197_transcripts_v2_50977 	 0.705901 	 transport   
Locus_56840_Transcript_1/1_Confidence_1.000_Length_284_transcripts_v2_47595 	 1.01853 	 transport   
Locus_56846_Transcript_1/1_Confidence_1.000_Length_406_transcripts_v2_46361 	 0.514108 	 other metabolic processes 
Locus_56847_Transcript_1/1_Confidence_1.000_Length_218_transcripts_v2_49626 	 0.65866 	 other metabolic processes 
Locus_56852_Transcript_1/1_Confidence_1.000_Length_304_transcripts_v2_47294 	 0.857492 	 cell adhesion  
Locus_56854_Transcript_1/1_Confidence_1.000_Length_240_transcripts_v2_48697 	 0.251046 	 RNA metabolism  
Locus_56854_Transcript_1/1_Confidence_1.000_Length_240_transcripts_v2_48697 	 0.251046 	 cell cycle and proliferation
Locus_56854_Transcript_1/1_Confidence_1.000_Length_240_transcripts_v2_48697 	 0.251046 	 developmental processes  
Locus_56854_Transcript_1/1_Confidence_1.000_Length_240_transcripts_v2_48697 	 0.251046 	 other biological processes 
Locus_56854_Transcript_1/1_Confidence_1.000_Length_240_transcripts_v2_48697 	 0.251046 	 other metabolic processes 
Locus_56854_Transcript_1/1_Confidence_1.000_Length_240_transcripts_v2_48697 	 0.251046 	 protein metabolism  
Locus_56858_Transcript_1/1_Confidence_1.000_Length_383_transcripts_v2_46518 	 0.444154 	 RNA metabolism  
Locus_56858_Transcript_1/1_Confidence_1.000_Length_383_transcripts_v2_46518 	 0.444154 	 cell cycle and proliferation
Locus_56858_Transcript_1/1_Confidence_1.000_Length_383_transcripts_v2_46518 	 0.444154 	 signal transduction  
Locus_56859_Transcript_1/1_Confidence_1.000_Length_240_transcripts_v2_48698 	 0.271809 	 RNA metabolism  
Locus_56859_Transcript_1/1_Confidence_1.000_Length_240_transcripts_v2_48698 	 0.271809 	 developmental processes  
Locus_5685_Transcript_2/2_Confidence_1.000_Length_1029_transcripts_v2_45090 	 0.34317 	 developmental processes  
Locus_5685_Transcript_2/2_Confidence_1.000_Length_1029_transcripts_v2_45090 	 0.34317 	 transport   
Locus_56862_Transcript_1/1_Confidence_1.000_Length_168_transcripts_v2_54217 	 0.866697 	 other metabolic processes 
Locus_56863_Transcript_1/1_Confidence_1.000_Length_374_transcripts_v2_46581 	 0.0915757 	 RNA metabolism  
Locus_56863_Transcript_1/1_Confidence_1.000_Length_374_transcripts_v2_46581 	 0.0915757 	 protein metabolism  
Locus_56863_Transcript_1/1_Confidence_1.000_Length_374_transcripts_v2_46581 	 0.0915757 	 signal transduction  
Locus_56869_Transcript_1/1_Confidence_1.000_Length_267_transcripts_v2_47963 	 0.656872 	 protein metabolism  
Locus_56888_Transcript_1/1_Confidence_1.000_Length_276_transcripts_v2_47758 	 0.140468 	 other metabolic processes 
Locus_56893_Transcript_1/1_Confidence_1.000_Length_442_transcripts_v2_46168 	 0.537885 	 DNA metabolism  
Locus_56893_Transcript_1/1_Confidence_1.000_Length_442_transcripts_v2_46168 	 0.537885 	 cell cycle and proliferation
Locus_56893_Transcript_1/1_Confidence_1.000_Length_442_transcripts_v2_46168 	 0.537885 	 signal transduction  
Locus_56893_Transcript_1/1_Confidence_1.000_Length_442_transcripts_v2_46168 	 0.537885 	 stress response  
Locus_56895_Transcript_1/1_Confidence_1.000_Length_238_transcripts_v2_48772 	 0.609039 	 cell organization and biogenesis
Locus_56895_Transcript_1/1_Confidence_1.000_Length_238_transcripts_v2_48772 	 0.609039 	 cell-cell signaling  
Locus_56895_Transcript_1/1_Confidence_1.000_Length_238_transcripts_v2_48772 	 0.609039 	 developmental processes  
Locus_56895_Transcript_1/1_Confidence_1.000_Length_238_transcripts_v2_48772 	 0.609039 	 other biological processes 
Locus_56895_Transcript_1/1_Confidence_1.000_Length_238_transcripts_v2_48772 	 0.609039 	 other metabolic processes 
Locus_56895_Transcript_1/1_Confidence_1.000_Length_238_transcripts_v2_48772 	 0.609039 	 transport   
Locus_56899_Transcript_1/1_Confidence_1.000_Length_198_transcripts_v2_50902 	 0.537852 	 other biological processes 
Locus_568_Transcript_1/1_Confidence_1.000_Length_296_transcripts_v2_47392 	 0.600007 	 cell organization and biogenesis
Locus_568_Transcript_1/1_Confidence_1.000_Length_296_transcripts_v2_47392 	 0.600007 	 other metabolic processes 
Locus_568_Transcript_1/1_Confidence_1.000_Length_296_transcripts_v2_47392 	 0.600007 	 protein metabolism  
Locus_56900_Transcript_1/1_Confidence_1.000_Length_199_transcripts_v2_50834 	 0.40108 	 other biological processes 
Locus_56908_Transcript_1/1_Confidence_1.000_Length_280_transcripts_v2_47679 	 0.614215 	 RNA metabolism  
Locus_56908_Transcript_1/1_Confidence_1.000_Length_280_transcripts_v2_47679 	 0.614215 	 cell organization and biogenesis
Locus_56908_Transcript_1/1_Confidence_1.000_Length_280_transcripts_v2_47679 	 0.614215 	 other metabolic processes 
Locus_56912_Transcript_1/1_Confidence_1.000_Length_625_transcripts_v2_45579 	 0.207859 	 other metabolic processes 
Locus_56913_Transcript_1/1_Confidence_1.000_Length_223_transcripts_v2_49353 	 0.784329 	 other metabolic processes 
Locus_56915_Transcript_1/1_Confidence_1.000_Length_466_transcripts_v2_46042 	 0.649817 	 RNA metabolism  
Locus_56915_Transcript_1/1_Confidence_1.000_Length_466_transcripts_v2_46042 	 0.649817 	 cell cycle and proliferation
Locus_56915_Transcript_1/1_Confidence_1.000_Length_466_transcripts_v2_46042 	 0.649817 	 cell organization and biogenesis
Locus_56915_Transcript_1/1_Confidence_1.000_Length_466_transcripts_v2_46042 	 0.649817 	 death   
Locus_56915_Transcript_1/1_Confidence_1.000_Length_466_transcripts_v2_46042 	 0.649817 	 other biological processes 
Locus_56915_Transcript_1/1_Confidence_1.000_Length_466_transcripts_v2_46042 	 0.649817 	 protein metabolism  
Locus_56915_Transcript_1/1_Confidence_1.000_Length_466_transcripts_v2_46042 	 0.649817 	 signal transduction  
Locus_56915_Transcript_1/1_Confidence_1.000_Length_466_transcripts_v2_46042 	 0.649817 	 stress response  
Locus_56915_Transcript_1/1_Confidence_1.000_Length_466_transcripts_v2_46042 	 0.649817 	 transport   
Locus_56917_Transcript_1/1_Confidence_1.000_Length_307_transcripts_v2_47261 	 0.421345 	 other biological processes 
Locus_56917_Transcript_1/1_Confidence_1.000_Length_307_transcripts_v2_47261 	 0.421345 	 other metabolic processes 
Locus_56921_Transcript_1/1_Confidence_1.000_Length_172_transcripts_v2_53635 	 0 	 DNA metabolism  
Locus_56921_Transcript_1/1_Confidence_1.000_Length_172_transcripts_v2_53635 	 0 	 protein metabolism  
Locus_56921_Transcript_1/1_Confidence_1.000_Length_172_transcripts_v2_53635 	 0 	 stress response  
Locus_56929_Transcript_1/1_Confidence_1.000_Length_200_transcripts_v2_50757 	 0.126339 	 cell organization and biogenesis
Locus_56929_Transcript_1/1_Confidence_1.000_Length_200_transcripts_v2_50757 	 0.126339 	 other biological processes 
Locus_56932_Transcript_1/1_Confidence_1.000_Length_193_transcripts_v2_51315 	 0.746174 	 other biological processes 
Locus_56935_Transcript_1/1_Confidence_1.000_Length_185_transcripts_v2_52058 	 1.00205 	 other metabolic processes 
Locus_56935_Transcript_1/1_Confidence_1.000_Length_185_transcripts_v2_52058 	 1.00205 	 stress response  
Locus_56939_Transcript_1/1_Confidence_1.000_Length_175_transcripts_v2_53217 	 1.46265 	 developmental processes  
Locus_5693_Transcript_1/1_Confidence_1.000_Length_182_transcripts_v2_52289 	 0.851798 	 other metabolic processes 
Locus_5693_Transcript_1/1_Confidence_1.000_Length_182_transcripts_v2_52289 	 0.851798 	 protein metabolism  
Locus_56941_Transcript_1/1_Confidence_1.000_Length_215_transcripts_v2_49785 	 0.713223 	 other metabolic processes 
Locus_56941_Transcript_1/1_Confidence_1.000_Length_215_transcripts_v2_49785 	 0.713223 	 transport   
Locus_56945_Transcript_1/1_Confidence_1.000_Length_180_transcripts_v2_52600 	 0 	 developmental processes  
Locus_56945_Transcript_1/1_Confidence_1.000_Length_180_transcripts_v2_52600 	 0 	 other biological processes 
Locus_56951_Transcript_1/1_Confidence_1.000_Length_214_transcripts_v2_49845 	 0.42702 	 death   
Locus_56951_Transcript_1/1_Confidence_1.000_Length_214_transcripts_v2_49845 	 0.42702 	 developmental processes  
Locus_56951_Transcript_1/1_Confidence_1.000_Length_214_transcripts_v2_49845 	 0.42702 	 other biological processes 
Locus_56951_Transcript_1/1_Confidence_1.000_Length_214_transcripts_v2_49845 	 0.42702 	 other metabolic processes 
Locus_56951_Transcript_1/1_Confidence_1.000_Length_214_transcripts_v2_49845 	 0.42702 	 protein metabolism  
Locus_56951_Transcript_1/1_Confidence_1.000_Length_214_transcripts_v2_49845 	 0.42702 	 signal transduction  
Locus_56951_Transcript_1/1_Confidence_1.000_Length_214_transcripts_v2_49845 	 0.42702 	 stress response  
Locus_56957_Transcript_1/1_Confidence_1.000_Length_186_transcripts_v2_51958 	 0.333343 	 protein metabolism  
Locus_56960_Transcript_1/1_Confidence_1.000_Length_568_transcripts_v2_45704 	 0.937638 	 signal transduction  
Locus_56967_Transcript_1/1_Confidence_1.000_Length_173_transcripts_v2_53494 	 1.6138 	 other metabolic processes 
Locus_56969_Transcript_1/1_Confidence_1.000_Length_237_transcripts_v2_48795 	 0.196698 	 developmental processes  
Locus_56969_Transcript_1/1_Confidence_1.000_Length_237_transcripts_v2_48795 	 0.196698 	 protein metabolism  
Locus_56969_Transcript_1/1_Confidence_1.000_Length_237_transcripts_v2_48795 	 0.196698 	 signal transduction  
Locus_5696_Transcript_1/8_Confidence_0.400_Length_1512_transcripts_v2_44885 	 0.540219 	 cell adhesion  
Locus_5696_Transcript_1/8_Confidence_0.400_Length_1512_transcripts_v2_44885 	 0.540219 	 signal transduction  
Locus_5696_Transcript_2/8_Confidence_0.550_Length_2822_transcripts_v2_44767 	 0.443319 	 cell adhesion  
Locus_5696_Transcript_2/8_Confidence_0.550_Length_2822_transcripts_v2_44767 	 0.443319 	 cell organization and biogenesis
Locus_5696_Transcript_2/8_Confidence_0.550_Length_2822_transcripts_v2_44767 	 0.443319 	 cell-cell signaling  
Locus_5696_Transcript_2/8_Confidence_0.550_Length_2822_transcripts_v2_44767 	 0.443319 	 developmental processes  
Locus_5696_Transcript_2/8_Confidence_0.550_Length_2822_transcripts_v2_44767 	 0.443319 	 other biological processes 
Locus_5696_Transcript_2/8_Confidence_0.550_Length_2822_transcripts_v2_44767 	 0.443319 	 signal transduction  
Locus_5696_Transcript_3/8_Confidence_0.500_Length_2711_transcripts_v2_44769 	 0.454676 	 cell adhesion  
Locus_5696_Transcript_3/8_Confidence_0.500_Length_2711_transcripts_v2_44769 	 0.454676 	 signal transduction  
Locus_5696_Transcript_4/8_Confidence_0.550_Length_3580_transcripts_v2_44748 	 0.533503 	 cell adhesion  
Locus_5696_Transcript_4/8_Confidence_0.550_Length_3580_transcripts_v2_44748 	 0.533503 	 signal transduction  
Locus_5696_Transcript_5/8_Confidence_0.450_Length_3470_transcripts_v2_44751 	 0.539767 	 cell adhesion  
Locus_5696_Transcript_5/8_Confidence_0.450_Length_3470_transcripts_v2_44751 	 0.539767 	 signal transduction  
Locus_5696_Transcript_7/8_Confidence_0.400_Length_3143_transcripts_v2_44756 	 0.514498 	 cell adhesion  
Locus_56973_Transcript_1/1_Confidence_1.000_Length_276_transcripts_v2_47759 	 0.335762 	 cell cycle and proliferation
Locus_56973_Transcript_1/1_Confidence_1.000_Length_276_transcripts_v2_47759 	 0.335762 	 other metabolic processes 
Locus_56973_Transcript_1/1_Confidence_1.000_Length_276_transcripts_v2_47759 	 0.335762 	 protein metabolism  
Locus_56977_Transcript_1/1_Confidence_1.000_Length_198_transcripts_v2_50903 	 0.221856 	 cell organization and biogenesis
Locus_56977_Transcript_1/1_Confidence_1.000_Length_198_transcripts_v2_50903 	 0.221856 	 developmental processes  
Locus_56977_Transcript_1/1_Confidence_1.000_Length_198_transcripts_v2_50903 	 0.221856 	 other biological processes 
Locus_56977_Transcript_1/1_Confidence_1.000_Length_198_transcripts_v2_50903 	 0.221856 	 signal transduction  
Locus_56977_Transcript_1/1_Confidence_1.000_Length_198_transcripts_v2_50903 	 0.221856 	 transport   
Locus_5697_Transcript_2/2_Confidence_1.000_Length_1018_transcripts_v2_45096 	 0.522136 	 RNA metabolism  
Locus_56989_Transcript_1/1_Confidence_1.000_Length_188_transcripts_v2_51747 	 0 	 other metabolic processes 
Locus_56992_Transcript_1/1_Confidence_1.000_Length_172_transcripts_v2_53636 	 0.763261 	 cell organization and biogenesis
Locus_56992_Transcript_1/1_Confidence_1.000_Length_172_transcripts_v2_53636 	 0.763261 	 other biological processes 
Locus_56992_Transcript_1/1_Confidence_1.000_Length_172_transcripts_v2_53636 	 0.763261 	 transport   
Locus_56994_Transcript_1/1_Confidence_1.000_Length_436_transcripts_v2_46199 	 0.180953 	 RNA metabolism  
Locus_56996_Transcript_1/1_Confidence_1.000_Length_326_transcripts_v2_47029 	 0.656193 	 cell adhesion  
Locus_56999_Transcript_1/1_Confidence_1.000_Length_173_transcripts_v2_53495 	 0.329556 	 cell organization and biogenesis
Locus_56999_Transcript_1/1_Confidence_1.000_Length_173_transcripts_v2_53495 	 0.329556 	 other biological processes 
Locus_56999_Transcript_1/1_Confidence_1.000_Length_173_transcripts_v2_53495 	 0.329556 	 other metabolic processes 
Locus_57003_Transcript_1/1_Confidence_1.000_Length_203_transcripts_v2_50547 	 0.128791 	 other metabolic processes 
Locus_57003_Transcript_1/1_Confidence_1.000_Length_203_transcripts_v2_50547 	 0.128791 	 signal transduction  
Locus_5700_Transcript_1/1_Confidence_1.000_Length_888_transcripts_v2_45189 	 0.108813 	 other metabolic processes 
